material_id,formula,spacegroup_number,spacegroup_symbol,energy_above_hull,is_stable,gcnn_probability,nequip_probability,gcnn_v6_prob,nequip_v2_prob,avg_prob,min_prob
mp-1223632,KNa2WN3,29,Pca2_1,0.0,True,0.9999920129776,0.9999983310699464,0.9999995231628418,1.0,0.999997466802597,0.9999920129776
mp-551176,Rb4CO4,5,C2,0.203984339444445,False,0.9999947547912598,0.999996542930603,0.9999990065892538,0.9999994039535522,0.9999974270661672,0.9999947547912598
mp-1078919,CsV2O5,183,P6mm,0.115052078750015,False,0.9999935626983644,0.9999969005584716,0.999999205271403,1.0,0.9999974171320597,0.9999935626983644
mp-1211941,K2TiZnO4,29,Pca2_1,0.0,True,0.9999932050704956,0.9999972581863404,0.9999992847442628,0.9999998807907104,0.9999974071979523,0.9999932050704956
mp-1245604,MgTeN2,33,Pna2_1,0.458015282499999,False,0.9999923706054688,0.9999979734420776,0.9999992847442628,1.0,0.9999974071979523,0.9999923706054688
mp-1189096,MgCN2,33,Pna2_1,0.5686124156250011,False,0.9999945163726808,0.9999959468841552,0.9999991655349731,1.0,0.9999974071979523,0.9999945163726808
mp-676290,RbHS,5,C2,0.264663303333333,False,0.9999946355819702,0.9999964237213136,0.9999988079071044,0.9999997615814208,0.9999974071979523,0.9999946355819702
mp-1039895,RbMg30BO31,25,Pmm2,0.142348418816737,False,0.999992847442627,0.9999972581863404,0.999999483426412,1.0,0.9999973972638448,0.999992847442627
mp-13108,SrHfO3,99,P4mm,0.032896416999999,False,0.9999942779541016,0.9999960660934448,0.9999991655349731,1.0,0.9999973773956299,0.9999942779541016
mp-1039931,CsMg30BO31,25,Pmm2,0.17151667156864,False,0.9999927282333374,0.9999972581863404,0.9999994039535522,1.0,0.9999973475933075,0.9999927282333374
mp-1030794,RbNaMg6O7,99,P4mm,0.480549339416664,False,0.9999922513961792,0.9999977350234984,0.9999993642171224,1.0,0.9999973376592001,0.9999922513961792
mp-29491,HS8N,29,Pca2_1,0.131150368812502,False,0.9999921321868896,0.9999980926513672,0.9999991257985432,1.0,0.9999973376592,0.9999921321868896
mp-1190911,Rb3V5O14,157,P31m,0.0,True,0.9999934434890748,0.9999966621398926,0.9999992450078328,1.0,0.9999973376592,0.9999934434890748
mp-1245540,LiReN2,33,Pna2_1,0.088610094791665,False,0.9999945163726808,0.9999958276748656,0.9999992450078328,0.9999997615814208,0.9999973376592,0.9999945163726808
mp-1193678,Ta3NO6,8,Cm,0.0,True,0.9999945163726808,0.9999980926513672,0.9999992450078328,0.9999974966049194,0.9999973376592,0.9999945163726808
mp-7667,K2S3,36,Cmc2_1,0.0,True,0.9999945163726808,0.9999955892562866,0.999999205271403,1.0,0.9999973277250925,0.9999945163726808
mp-1223509,KCSN,46,Ima2,0.036621322395832,False,0.9999933242797852,0.999996781349182,0.999999205271403,1.0,0.9999973277250925,0.9999933242797852
mp-1209800,Rb2ZnGeO4,29,Pca2_1,0.0,True,0.9999932050704956,0.9999970197677612,0.9999991655349731,0.9999998807907104,0.9999973177909851,0.9999932050704956
mp-1034744,NaMg14BO15,25,Pmm2,0.214838510810809,False,0.9999920129776,0.9999979734420776,0.9999992847442628,1.0,0.9999973177909851,0.9999920129776
mp-1029857,Rb3W2N5,80,I4_1,0.0,True,0.9999929666519164,0.9999971389770508,0.9999991655349731,1.0,0.9999973177909851,0.9999929666519164
mp-569340,Rb2ZnN12,29,Pca2_1,0.170190687777776,False,0.9999918937683104,0.9999982118606568,0.9999992847442628,0.9999998807907104,0.9999973177909851,0.9999918937683104
mp-1031661,KRbMg6O7,99,P4mm,0.636109537999995,False,0.9999921321868896,0.9999979734420776,0.9999992847442628,0.9999998807907104,0.9999973177909851,0.9999921321868896
mp-1245510,Mg3MoN4,31,Pmn2_1,0.0,True,0.9999942779541016,0.9999955892562866,0.9999993244806924,1.0,0.9999972979227701,0.9999942779541016
mp-610992,HgC2(SN)2,5,C2,0.238275845255101,False,0.9999940395355223,0.9999982118606568,0.9999987284342448,0.9999982118606568,0.9999972979227701,0.9999940395355223
mp-755642,Li3VS4,31,Pmn2_1,0.036820028749998,False,0.9999949932098388,0.9999951124191284,0.9999991655349731,0.9999998807907104,0.9999972879886627,0.9999949932098388
mp-1035393,NaLiMg14O15,25,Pmm2,0.09887372967742,False,0.9999939203262328,0.9999980926513672,0.9999992847442628,0.999997854232788,0.9999972879886627,0.9999939203262328
mp-1180222,Na5LiN2,5,C2,0.199375836957615,False,0.9999947547912598,0.9999955892562866,0.9999992847442628,0.9999995231628418,0.9999972879886627,0.9999947547912598
mp-1018719,HfTaNO3,25,Pmm2,0.166685767916666,False,0.9999916553497314,0.9999982118606568,0.9999993642171224,0.9999998807907104,0.9999972780545553,0.9999916553497314
mp-29928,Na3Li3N2,6,Pm,0.141908812424569,False,0.9999933242797852,0.99999737739563,0.9999990065892538,0.9999994039535522,0.9999972780545553,0.9999933242797852
mp-1189247,K3MoHS4O,31,Pmn2_1,0.1478307744375,False,0.9999948740005492,0.999995231628418,0.9999991257985432,0.9999998807907104,0.9999972780545552,0.9999948740005492
mp-998235,CsTlF3,38,Amm2,0.064264036,False,0.9999936819076538,0.999996304512024,0.9999991257985432,1.0,0.9999972780545552,0.9999936819076538
mp-1235245,LiZr2(SeO)2,25,Pmm2,0.350806584999998,False,0.9999916553497314,0.9999983310699464,0.999999205271403,0.9999998807907104,0.9999972681204478,0.9999916553497314
mp-1221155,Na4Sr2TiP4,9,Cc,0.0,True,0.9999939203262328,0.9999960660934448,0.999999443689982,0.9999996423721312,0.9999972681204478,0.9999939203262328
mp-1040287,KMg30BO31,25,Pmm2,0.117404061629147,False,0.9999921321868896,0.9999974966049194,0.999999443689982,1.0,0.9999972681204478,0.9999921321868896
mp-555092,K3WS3ClO,29,Pca2_1,0.161618833124999,False,0.999993085861206,0.9999969005584716,0.999999205271403,0.9999998807907104,0.9999972681204478,0.999993085861206
mp-541113,Cs3P7,76,P4_1,0.0,True,0.9999910593032836,0.9999986886978148,0.9999992847442628,1.0,0.9999972581863403,0.9999910593032836
mp-1063495,HgBrN,25,Pmm2,1.335738399999999,False,0.9999927282333374,0.9999972581863404,0.9999991257985432,0.9999998807907104,0.9999972482522328,0.9999927282333374
mp-23535,K2ZnBr4,4,P2_1,0.0,True,0.9999936819076538,0.9999974966049194,0.999998966852824,0.9999988079071044,0.9999972383181255,0.9999936819076538
mp-556552,K4VP2S9,33,Pna2_1,0.0,True,0.9999920129776,0.999997615814209,0.999999443689982,0.9999998807907104,0.9999972383181254,0.9999920129776
mp-561022,SrMgF4,4,P2_1,0.021730075000004,False,0.999993085861206,0.999997854232788,0.999999443689982,0.9999985694885254,0.9999972383181254,0.999993085861206
mp-2228147,KMgSb(PO4)2,146,R3,0.100325365192304,False,0.9999935626983644,0.9999961853027344,0.9999991655349731,1.0,0.9999972283840179,0.9999935626983644
mp-2223672,RbMgSbO3,160,R3m,0.203141085000003,False,0.9999939203262328,0.9999957084655762,0.9999990860621134,1.0,0.9999971787134806,0.9999939203262328
mp-1245750,KRuN,105,P4_2mc,0.375991106555554,False,0.9999923706054688,0.9999970197677612,0.9999992847442628,1.0,0.9999971687793732,0.9999923706054688
mp-1040366,KLiMg30O31,99,P4mm,0.07248890299603,False,0.9999920129776,0.9999979734420776,0.9999991655349731,0.9999995231628418,0.9999971687793732,0.9999920129776
mp-1033650,CsRbMg6O7,99,P4mm,0.682906202749998,False,0.9999918937683104,0.9999972581863404,0.9999995231628418,1.0,0.9999971687793732,0.9999918937683104
mp-1219584,RbNO3,160,R3m,0.0,True,0.9999936819076538,0.9999958276748656,0.9999991257985432,1.0,0.9999971588452656,0.9999936819076538
mp-1119092,Cs3W2N5,80,I4_1,0.022667108842103,False,0.9999908208847046,0.9999985694885254,0.999999205271403,1.0,0.9999971489111582,0.9999908208847046
mp-1223463,KCNO,46,Ima2,0.010794870555545,False,0.9999927282333374,0.999996542930603,0.9999993244806924,1.0,0.9999971489111582,0.9999927282333374
mp-1245865,CsIrN2,80,I4_1,0.306518884422413,False,0.999990940093994,0.9999983310699464,0.9999993244806924,1.0,0.9999971489111582,0.999990940093994
mp-1245794,LiIrN2,33,Pna2_1,0.229709886323528,False,0.999992609024048,0.999996781349182,0.999999205271403,0.9999998807907104,0.9999971191088358,0.999992609024048
mp-541538,K2CdSiO4,29,Pca2_1,0.0,True,0.9999920129776,0.99999737739563,0.9999991655349731,0.9999998807907104,0.9999971091747284,0.9999920129776
mp-647575,K2ZnCl4,33,Pna2_1,0.001061418095238,False,0.999992609024048,0.9999964237213136,0.999999483426412,0.9999998807907104,0.999997099240621,0.999992609024048
mp-1224035,K2SrCl4,9,Cc,0.028264421785712,False,0.9999946355819702,0.999995231628418,0.9999990860621134,0.9999994039535522,0.9999970893065134,0.9999946355819702
mp-35695,Li2HN,160,R3m,0.085785811874999,False,0.9999945163726808,0.9999947547912598,0.9999990860621134,1.0,0.9999970893065134,0.9999945163726808
mp-675488,Li6I3N,8,Cm,0.0132816755,False,0.9999936819076538,0.9999977350234984,0.9999987284342448,0.9999982118606568,0.9999970893065134,0.9999936819076538
mp-1080609,InSiCN,31,Pmn2_1,0.470986067718751,False,0.9999942779541016,0.9999946355819702,0.999999443689982,1.0,0.9999970893065134,0.9999942779541016
mp-1019891,KPSO2,33,Pna2_1,0.009601876166662,False,0.999990940093994,0.9999982118606568,0.9999993244806924,0.9999998807907104,0.9999970893065134,0.999990940093994
mp-570756,Cs3Li2Cl5,8,Cm,0.026562724500001,False,0.9999946355819702,0.9999953508377076,0.9999987681706748,0.9999995231628418,0.9999970694382986,0.9999946355819702
mp-778973,Zn(NO3)2,29,Pca2_1,0.006538474861111,False,0.9999912977218628,0.999997854232788,0.9999991257985432,1.0,0.9999970694382985,0.9999912977218628
mp-950995,Li6PS5I,9,Cc,0.002124925961537,False,0.9999929666519164,0.9999980926513672,0.9999992450078328,0.9999979734420776,0.9999970694382985,0.9999929666519164
mp-560688,K4V5CdClO15,75,P4,0.0,True,0.999993085861206,0.9999959468841552,0.999999205271403,1.0,0.999997059504191,0.999993085861206
mp-541537,K2ZnSiO4,29,Pca2_1,0.0,True,0.9999924898147584,0.999996781349182,0.9999990860621134,0.9999998807907104,0.999997059504191,0.9999924898147584
mp-1205192,K6Zn3Cl10,33,Pna2_1,0.178126630219296,False,0.9999912977218628,0.999997615814209,0.999999443689982,0.9999998807907104,0.999997059504191,0.9999912977218628
mp-6268,KTiPO5,33,Pna2_1,0.0,True,0.9999912977218628,0.999997615814209,0.9999994039535522,0.9999998807907104,0.9999970495700836,0.9999912977218628
mp-1200530,ZnH4C2(N2Cl)2,29,Pca2_1,0.034438648525647,False,0.9999933242797852,0.9999954700469972,0.9999993642171224,1.0,0.9999970396359762,0.9999933242797852
mp-1224269,K6Mo6C5Se8N5,79,I4,0.020820351840907,False,0.999991774559021,0.9999970197677612,0.9999993244806924,1.0,0.9999970297018687,0.999991774559021
mp-1236336,BaLiZrO3,160,R3m,0.310888015477431,False,0.9999943971633912,0.9999946355819702,0.9999990860621134,1.0,0.9999970297018687,0.9999943971633912
mp-19517,KVPO5,33,Pna2_1,0.069841338593736,False,0.999990940093994,0.999997854232788,0.9999992847442628,0.9999998807907104,0.9999969899654388,0.999990940093994
mp-557940,KNd(CO3)2,31,Pmn2_1,0.0,True,0.999990701675415,0.999997615814209,0.9999996026357016,1.0,0.9999969800313314,0.999990701675415
mp-1179789,Rb2V3O8,100,P4bm,0.008230377692307,False,0.9999912977218628,0.99999737739563,0.9999992450078328,1.0,0.9999969800313313,0.9999912977218628
mp-1247556,KBaN,160,R3m,0.32905545036111,False,0.9999934434890748,0.9999953508377076,0.9999990860621134,1.0,0.999996970097224,0.9999934434890748
mp-639149,KZrPSe6,26,Pmc2_1,0.154095425185183,False,0.9999912977218628,0.99999737739563,0.9999992847442628,0.9999998807907104,0.9999969601631165,0.9999912977218628
mp-1221212,Na4Ca2SnP4,9,Cc,0.004031504681819,False,0.9999927282333374,0.9999964237213136,0.999999483426412,0.9999991655349731,0.999996950229009,0.9999927282333374
mp-1192739,Cs2V3O8,100,P4bm,0.0,True,0.999991774559021,0.9999969005584716,0.9999990860621134,1.0,0.9999969402949015,0.999991774559021
mp-1211716,K2TiGe(PO5)2,33,Pna2_1,0.000240342734374,False,0.999990940093994,0.999997615814209,0.9999993244806924,0.9999998807907104,0.9999969402949015,0.999990940093994
mp-1189847,K3HWS4O,31,Pmn2_1,0.155135092604165,False,0.9999942779541016,0.9999943971633912,0.9999991655349731,0.9999998807907104,0.9999969303607941,0.9999942779541016
mp-1246728,MgPbN2,33,Pna2_1,0.291659117604165,False,0.9999910593032836,0.99999737739563,0.9999994039535522,0.9999998807907104,0.9999969303607941,0.9999910593032836
mp-1203343,K3B3O10,33,Pna2_1,0.4144709409375,False,0.9999914169311525,0.9999970197677612,0.9999994039535522,0.9999998807907104,0.9999969303607941,0.9999914169311525
mp-677617,KMgP2H5O9,33,Pna2_1,0.461998920277778,False,0.9999905824661256,0.999997854232788,0.9999992450078328,1.0,0.9999969204266865,0.9999905824661256
mp-1029791,MgSnN2,33,Pna2_1,0.0,True,0.9999916553497314,0.9999969005584716,0.999999205271403,0.9999998807907104,0.9999969104925791,0.9999916553497314
mp-861938,KLaSiS4,4,P2_1,0.0,True,0.999993085861206,0.9999974966049194,0.9999984900156657,0.9999985694885254,0.9999969104925791,0.999993085861206
mp-541214,KS2O3,9,Cc,0.041206475803571,False,0.9999933242797852,0.9999970197677612,0.9999994039535522,0.999997854232788,0.9999969005584717,0.9999933242797852
mp-1096876,CdO2,8,Cm,0.405941621666666,False,0.9999920129776,0.9999974966049194,0.9999986489613852,0.9999994039535522,0.9999968906243643,0.9999920129776
mp-1202651,KVAsO5,33,Pna2_1,0.088303403593746,False,0.9999916553497314,0.9999966621398926,0.9999993642171224,0.9999998807907104,0.9999968906243643,0.9999916553497314
mp-6628,CsCd(NO2)3,146,R3,0.080665799742424,False,0.9999934434890748,0.9999949932098388,0.9999991257985432,1.0,0.9999968906243641,0.9999934434890748
mp-2240078,CsMgBiO3,160,R3m,0.244858108333334,False,0.9999940395355223,0.9999943971633912,0.9999991257985432,1.0,0.9999968906243641,0.9999940395355223
mp-733853,K2HI2ClO6,29,Pca2_1,0.0,True,0.999991536140442,0.9999972581863404,0.999998966852824,0.9999997615814208,0.9999968806902568,0.999991536140442
mp-1211814,KNbPO5,33,Pna2_1,0.056417987075296,False,0.999990701675415,0.999997615814209,0.9999993244806924,0.9999998807907104,0.9999968806902567,0.999990701675415
mp-1190146,Na2Cd(GeS3)2,9,Cc,0.0,True,0.9999938011169434,0.9999958276748656,0.9999990860621134,0.9999988079071044,0.9999968806902567,0.9999938011169434
mp-557025,K2SeO4,33,Pna2_1,0.0,True,0.9999901056289672,0.9999980926513672,0.999999443689982,0.9999998807907104,0.9999968806902567,0.9999901056289672
mp-6539,RbTiPO5,33,Pna2_1,0.0,True,0.9999910593032836,0.9999970197677612,0.9999995231628418,0.9999998807907104,0.9999968707561493,0.9999910593032836
mp-998308,CsScBr3,6,Pm,0.097612778333331,False,0.999994158744812,0.9999969005584716,0.99999737739563,0.9999990463256836,0.9999968707561493,0.999994158744812
mp-1246085,Sr(C4N3)2,157,P31m,0.249917609166665,False,0.9999905824661256,0.99999737739563,0.999999483426412,1.0,0.9999968608220419,0.9999905824661256
mp-2210620,KMgBiO3,160,R3m,0.294965559166668,False,0.9999940395355223,0.999994158744812,0.9999992450078328,1.0,0.9999968608220418,0.9999940395355223
mp-14383,KGePO5,33,Pna2_1,0.021293605937499,False,0.9999903440475464,0.999997854232788,0.9999992847442628,0.9999998807907104,0.9999968409538269,0.9999903440475464
mp-6488,KTiAsO5,33,Pna2_1,0.0,True,0.9999910593032836,0.9999970197677612,0.9999994039535522,0.9999998807907104,0.9999968409538269,0.9999910593032836
mp-1195433,K4Ge(PSe3)4,29,Pca2_1,0.0,True,0.9999929666519164,0.9999949932098388,0.9999994039535522,1.0,0.9999968409538269,0.9999929666519164
mp-1200910,Li7H5N4,33,Pna2_1,0.00594318015625,False,0.9999939203262328,0.9999940395355223,0.9999993642171224,1.0,0.9999968310197194,0.9999939203262328
mp-753378,TaGaO4,30,Pnc2,0.040577922083334,False,0.9999914169311525,0.9999969005584716,0.9999990463256836,0.9999998807907104,0.9999968111515045,0.9999914169311525
mp-1195085,K2LiC3(SN)3,33,Pna2_1,0.007317217743056,False,0.9999897480010986,0.9999982118606568,0.9999993642171224,0.9999998807907104,0.9999968012173971,0.9999897480010986
mp-721896,H4CSN2,26,Pmc2_1,0.0,True,0.999991536140442,0.999996304512024,0.9999993244806924,1.0,0.9999967912832897,0.999991536140442
mp-1226719,Cs2Sn4Se9O,33,Pna2_1,0.29754358875,False,0.99998939037323,0.9999984502792358,0.999999443689982,0.9999998807907104,0.9999967912832896,0.99998939037323
mp-558579,TlHCO2,33,Pna2_1,0.100596878250002,False,0.9999921321868896,0.9999957084655762,0.999999443689982,0.9999998807907104,0.9999967912832896,0.9999921321868896
mp-733468,K2PHO4,33,Pna2_1,0.0,True,0.999990701675415,0.9999971389770508,0.9999993642171224,0.9999998807907104,0.9999967714150747,0.999990701675415
mp-776081,K2O,4,P2_1,0.088217363333333,False,0.9999946355819702,0.9999936819076538,0.999998966852824,0.9999997615814208,0.9999967614809673,0.9999936819076538
mp-1208174,Tl2V3O8,100,P4bm,0.0,True,0.9999903440475464,0.9999974966049194,0.999999205271403,1.0,0.9999967614809672,0.9999903440475464
mp-1018095,BaGaGeH,156,P3m1,0.0,True,0.9999921321868896,0.9999957084655762,0.9999993244806924,0.9999998807907104,0.9999967614809672,0.9999921321868896
mp-6639,RbGeSbO5,33,Pna2_1,0.0,True,0.9999901056289672,0.999997615814209,0.9999994039535522,0.9999998807907104,0.9999967515468597,0.9999901056289672
mp-18625,KPSe6,29,Pca2_1,0.0,True,0.9999891519546508,0.9999984502792358,0.999999483426412,0.9999998807907104,0.9999967416127523,0.9999891519546508
mp-774482,KLiTi2(PO5)2,33,Pna2_1,0.031304758333326,False,0.9999908208847046,0.9999970197677612,0.9999992450078328,0.9999998807907104,0.9999967416127522,0.9999908208847046
mp-2647039,KLaTaAlO6,99,P4mm,0.0476200445,False,0.9999920129776,0.9999958276748656,0.9999991257985432,1.0,0.9999967416127522,0.9999920129776
mp-1246422,InGeN2,33,Pna2_1,0.240586024999998,False,0.9999898672103882,0.9999979734420776,0.999999205271403,0.9999998807907104,0.9999967316786448,0.9999898672103882
mp-1031596,CsNaMg6O7,99,P4mm,0.6344782160000001,False,0.9999910593032836,0.999996304512024,0.9999995628992716,1.0,0.9999967316786448,0.9999910593032836
mp-626620,RbHO,36,Cmc2_1,0.0,True,0.999992609024048,0.999995231628418,0.999999205271403,0.9999998807907104,0.9999967316786448,0.999992609024048
mp-1247049,KSrN,160,R3m,0.332677030666667,False,0.9999927282333374,0.9999951124191284,0.9999990860621134,1.0,0.9999967316786448,0.9999927282333374
mp-18440,Rb7NbAs4,31,Pmn2_1,0.0,True,0.9999946355819702,0.9999954700469972,0.999996860822042,0.9999998807907104,0.9999967118104299,0.9999946355819702
mp-646007,Cs2Tb6Te7N2,8,Cm,0.0,True,0.9999914169311525,0.9999980926513672,0.9999991257985432,0.9999982118606568,0.9999967118104298,0.9999914169311525
mp-1020630,Rb2Na(NO3)3,26,Pmc2_1,0.004414175999995,False,0.9999897480010986,0.9999980926513672,0.9999992450078328,0.9999997615814208,0.9999967118104298,0.9999897480010986
mp-998231,KGeCl3,8,Cm,0.028222893,False,0.9999948740005492,0.9999943971633912,0.999998132387797,0.9999994039535522,0.9999967018763224,0.9999943971633912
mp-9332,KGaPO4F,33,Pna2_1,0.0,True,0.9999897480010986,0.999997854232788,0.9999993244806924,0.9999998807907104,0.9999967018763224,0.9999897480010986
mp-558728,Cs3Li2F5,42,Fmm2,0.043857672999997,False,0.9999908208847046,0.999996781349182,0.999999205271403,1.0,0.9999967018763224,0.9999908208847046
mp-1035344,LiMg14BO15,25,Pmm2,0.180120677568236,False,0.9999923706054688,0.9999983310699464,0.9999993244806924,0.999996781349182,0.9999967018763224,0.9999923706054688
mp-1039849,NaMg30BO31,25,Pmm2,0.088924480557697,False,0.9999908208847046,0.999996542930603,0.999999443689982,1.0,0.9999967018763224,0.9999908208847046
mp-550895,K4CO4,8,Cm,0.221022418055553,False,0.9999940395355223,0.999994158744812,0.9999994039535522,0.9999991655349731,0.999996691942215,0.9999940395355223
mp-2223708,K3MgSbS4,42,Fmm2,0.14073522638889,False,0.9999911785125732,0.9999964237213136,0.9999991655349731,1.0,0.999996691942215,0.9999911785125732
mp-1220796,Na5SrNbAs4,9,Cc,0.0,True,0.9999943971633912,0.9999934434890748,0.999999483426412,0.9999994039535522,0.9999966820081075,0.9999934434890748
mp-1198192,Rb2ZnBr4,33,Pna2_1,0.0,True,0.999992609024048,0.9999960660934448,0.9999980529149374,1.0,0.9999966820081075,0.999992609024048
mp-619032,PbCN2,33,Pna2_1,0.003456346874997,False,0.9999901056289672,0.9999974966049194,0.999999205271403,0.9999998807907104,0.999996672074,0.9999901056289672
mp-772826,K2LiTi2(AsO5)2,33,Pna2_1,0.107425611443346,False,0.999990701675415,0.9999969005584716,0.9999993244806924,0.9999997615814208,0.999996672074,0.999990701675415
mp-1200151,Ga4HCl6,31,Pmn2_1,0.0178561775,False,0.9999899864196776,0.999997615814209,0.9999992450078328,0.9999997615814208,0.999996652205785,0.9999899864196776
mp-776922,Rb2O,143,P3,0.002575112222221,False,0.9999940395355223,0.9999934434890748,0.9999991257985432,1.0,0.999996652205785,0.9999934434890748
mp-1188721,IN4,33,Pna2_1,0.0,True,0.999990701675415,0.999996542930603,0.9999993244806924,1.0,0.9999966422716776,0.999990701675415
mp-769294,Rb8SnO6,185,P6_3cm,0.014544791666666,False,0.9999922513961792,0.9999951124191284,0.999999205271403,1.0,0.9999966422716776,0.9999922513961792
mp-998913,KO3,44,Imm2,0.093251796875,False,0.9999916553497314,0.9999955892562866,0.9999992847442628,1.0,0.9999966323375702,0.9999916553497314
mp-34038,Li6NCl3,8,Cm,0.033680216000001,False,0.9999953508377076,0.9999964237213136,0.9999991257985432,0.9999955892562866,0.9999966224034628,0.9999953508377076
mp-1245571,KPbN,156,P3m1,0.229883580833341,False,0.9999940395355223,0.9999933242797852,0.9999991257985432,1.0,0.9999966224034627,0.9999933242797852
mp-569461,HgN6,29,Pca2_1,0.6740137189285701,False,0.99998939037323,0.999997854232788,0.9999992450078328,1.0,0.9999966224034627,0.99998939037323
mp-1247065,LiOsN2,33,Pna2_1,0.1454238935,False,0.9999943971633912,0.9999929666519164,0.9999992450078328,0.9999998807907104,0.9999966224034627,0.9999929666519164
mp-1071868,KN2,36,Cmc2_1,1.162951185777777,False,0.9999939203262328,0.9999933242797852,0.9999992450078328,1.0,0.9999966224034627,0.9999933242797852
mp-694891,KRb2Mo(OF)3,102,P4_2nm,0.049924053249998,False,0.9999940395355223,0.9999934434890748,0.9999991257985432,0.9999998807907104,0.9999966224034627,0.9999934434890748
mp-757909,KP(HO2)2,9,Cc,0.003869611093738,False,0.9999927282333374,0.999997854232788,0.9999993244806924,0.999996542930603,0.9999966124693552,0.9999927282333374
mp-1040313,KNaMg30O31,99,P4mm,0.075694956488093,False,0.999991536140442,0.9999979734420776,0.9999991655349731,0.9999977350234984,0.9999966025352478,0.999991536140442
mp-1232029,Y2MgS4,29,Pca2_1,0.016410360892865,False,0.9999886751174928,0.9999980926513672,0.9999995628992716,1.0,0.9999965826670328,0.9999886751174928
mp-559658,Na2S2O3,33,Pna2_1,0.134774678452375,False,0.9999911785125732,0.9999955892562866,0.999999483426412,1.0,0.999996562798818,0.9999911785125732
mp-977164,Li3H3N2,6,Pm,0.0235997996875,False,0.9999939203262328,0.9999983310699464,0.9999988873799642,0.9999951124191284,0.999996562798818,0.9999939203262328
mp-645330,Cs4CO4,5,C2,0.230006910277777,False,0.9999946355819702,0.9999935626983644,0.9999988476435344,0.9999991655349731,0.9999965528647106,0.9999935626983644
mp-2767129,KGa2Cl7,33,Pna2_1,0.005753124750004,False,0.999992847442627,0.9999942779541016,0.999999205271403,0.9999998807907104,0.9999965528647105,0.999992847442627
mp-1220142,Rb2Sn4Se9O,33,Pna2_1,0.259775061874997,False,0.9999887943267822,0.9999982118606568,0.9999993244806924,0.9999998807907104,0.9999965528647105,0.9999887943267822
mp-1099243,CsLiMg6O7,99,P4mm,0.430010364000001,False,0.9999886751174928,0.9999982118606568,0.9999992847442628,1.0,0.9999965429306031,0.9999886751174928
mp-1202716,S2I2O11,33,Pna2_1,0.0,True,0.999990463256836,0.9999966621398926,0.9999991257985432,0.9999998807907104,0.9999965329964955,0.999990463256836
mp-5246,KNbO3,38,Amm2,0.000353400000001,False,0.9999911785125732,0.9999957084655762,0.999999205271403,1.0,0.9999965230623881,0.9999911785125732
mp-1214176,Ca2B5ClO9,34,Pnn2,0.0,True,0.999991774559021,0.9999951124191284,0.9999992847442628,0.9999998807907104,0.9999965131282806,0.999991774559021
mp-567594,Cs2HgI4,4,P2_1,0.000729107857141,False,0.9999916553497314,0.9999977350234984,0.9999987681706748,0.999997854232788,0.9999965031941732,0.9999916553497314
mp-1031453,KNaMg6O7,99,P4mm,0.433721781249999,False,0.9999897480010986,0.9999969005584716,0.9999993244806924,1.0,0.9999964932600657,0.9999897480010986
mp-2222828,MgTl3VO4,8,Cm,0.354207791703703,False,0.9999948740005492,0.9999974966049194,0.9999983310699464,0.999995231628418,0.9999964833259583,0.9999948740005492
mp-1245716,MgReN2,33,Pna2_1,0.135065180104161,False,0.9999897480010986,0.9999966621398926,0.9999995628992716,0.9999998807907104,0.9999964634577433,0.9999897480010986
mp-1200450,K3As2O11,29,Pca2_1,0.5261582959374991,False,0.9999889135360718,0.9999977350234984,0.999999443689982,0.9999997615814208,0.9999964634577433,0.9999889135360718
mp-6805,K3Ga2(PO4)3,33,Pna2_1,0.0,True,0.9999887943267822,0.9999979734420776,0.999999205271403,0.9999998807907104,0.9999964634577433,0.9999887943267822
mp-682548,Cs5Te3H4NCl18,156,P3m1,0.0,True,0.9999924898147584,0.9999940395355223,0.9999992450078328,1.0,0.9999964435895283,0.9999924898147584
mp-766938,K3Li2Nb5O15,100,P4bm,0.010796767999998,False,0.999992609024048,0.9999939203262328,0.9999993244806924,0.9999998807907104,0.9999964336554209,0.999992609024048
mp-1202870,Rb3B3O10,33,Pna2_1,0.350872078124999,False,0.9999897480010986,0.999996542930603,0.9999995628992716,0.9999998807907104,0.9999964336554209,0.9999897480010986
mp-1213206,CsP7,29,Pca2_1,8.425187500016311e-05,False,0.9999877214431764,0.9999984502792358,0.9999995231628418,1.0,0.9999964237213135,0.9999877214431764
mp-675524,CsPbCl3,38,Amm2,3.628499999885904e-05,False,0.9999935626983644,0.999993085861206,0.9999990463256836,1.0,0.9999964237213135,0.999993085861206
mp-1211611,KNaTi2(PO5)2,33,Pna2_1,0.002060699740614,False,0.999990463256836,0.9999960660934448,0.9999992847442628,0.9999998807907104,0.9999964237213135,0.999990463256836
mp-541459,KSnPO5,33,Pna2_1,0.0,True,0.999988317489624,0.9999980926513672,0.9999993642171224,0.9999998807907104,0.999996413787206,0.999988317489624
mp-706273,KH(IO3)2,29,Pca2_1,0.000323896374999,False,0.9999892711639404,0.9999971389770508,0.9999992847442628,0.9999998807907104,0.9999963939189911,0.9999892711639404
mp-1215409,ZrTi2(PbO3)3,25,Pmm2,0.021435090270829,False,0.9999910593032836,0.9999958276748656,0.9999988079071044,0.9999998807907104,0.999996393918991,0.9999910593032836
mp-540574,Cs2Hg3I8,8,Cm,0.0,True,0.9999949932098388,0.999997615814209,0.9999969800313314,0.9999959468841552,0.9999963839848837,0.9999949932098388
